gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,total_services,income_per_tenure
0,0,0,0,64,1,0,0,1,0,1,1,1,100.05,6254.2,1,False,True,True,False,True,False,True,False,False,4,1.5392307692307692
0,0,0,0,4,1,0,0,1,0,0,1,1,82.85,319.6,0,False,False,True,False,False,False,True,False,False,3,16.57
0,0,0,0,24,1,1,0,0,1,0,0,1,84.35,1938.05,0,False,True,True,False,False,False,False,True,False,3,3.3739999999999997
0,0,1,1,14,1,0,0,0,0,0,0,0,19.55,294.5,0,False,False,False,True,True,False,False,False,True,1,1.3033333333333335
1,0,0,1,3,1,0,0,0,0,0,0,0,19.95,58.3,0,False,False,False,True,False,False,False,False,True,1,4.9875
0,1,0,0,4,1,0,1,1,0,1,1,1,99.8,442.85,1,False,False,True,False,False,False,True,False,False,5,19.96
0,0,0,1,18,0,0,0,0,0,0,1,1,35.0,553.0,1,True,False,False,False,False,False,False,True,False,1,1.8421052631578947
1,0,0,0,8,1,0,0,0,0,1,1,1,66.25,546.45,0,False,False,False,False,False,False,False,True,False,3,7.361111111111111
0,0,0,0,35,1,0,0,0,0,0,0,0,23.3,797.1,0,False,True,False,True,False,True,False,False,False,1,0.6472222222222223
0,0,0,0,1,1,0,0,0,0,0,0,0,76.0,76.0,1,False,True,True,False,False,False,False,True,False,1,38.0
1,0,0,1,66,1,0,0,0,0,0,0,1,25.3,1673.8,0,False,True,False,True,False,True,True,False,False,1,0.3776119402985075
1,0,0,1,8,0,1,0,0,1,0,1,1,44.55,343.45,0,True,False,False,False,False,True,False,False,True,3,4.949999999999999
0,0,1,0,71,1,1,0,1,0,1,1,1,104.1,7412.25,0,False,True,True,False,True,False,True,False,False,5,1.4458333333333333
0,0,1,1,43,1,0,0,1,0,0,1,1,92.55,4039.0,0,False,True,True,False,False,False,False,False,False,3,2.103409090909091
0,1,0,0,2,1,0,0,0,0,1,1,1,93.85,170.85,1,False,True,True,False,False,False,False,True,False,3,31.28333333333333
1,1,0,0,29,1,0,1,1,0,1,1,1,101.45,2948.6,0,False,False,True,False,False,False,False,False,False,5,3.381666666666667
0,0,1,0,15,1,0,0,1,0,1,0,1,84.3,1308.4,1,False,False,True,False,False,False,False,True,False,3,5.26875
1,0,1,1,65,1,1,1,1,1,0,0,0,94.55,6078.75,0,False,True,True,False,False,True,True,False,False,5,1.4325757575757576
1,0,0,0,35,1,0,0,1,1,1,0,0,95.5,3418.2,0,False,True,True,False,False,False,False,True,False,4,2.6527777777777777
1,0,0,0,64,1,1,1,0,0,1,1,1,100.3,6603.8,0,False,False,True,False,True,False,True,False,False,5,1.543076923076923
0,0,1,1,58,0,0,0,1,1,1,1,1,55.5,3166.9,0,True,False,False,False,False,True,True,False,False,4,0.940677966101695
0,1,0,0,18,1,0,1,0,0,0,0,1,49.85,865.75,0,False,False,False,False,False,False,True,False,False,2,2.623684210526316
1,0,1,1,67,1,0,1,0,0,0,1,1,89.55,6373.1,0,False,True,True,False,False,False,False,False,False,3,1.3169117647058823
1,0,1,1,63,1,0,0,0,0,0,0,1,19.15,1177.05,0,False,False,False,True,False,True,False,False,True,1,0.29921875
0,0,1,0,60,1,0,1,0,0,1,1,1,99.8,5985.75,0,False,True,True,False,False,False,False,True,False,4,1.6360655737704917
1,1,0,0,9,1,0,0,0,0,0,1,1,84.4,732.5,1,False,True,True,False,False,False,True,False,False,2,8.440000000000001
0,0,1,1,70,1,1,1,1,1,1,1,1,113.05,7869.05,0,False,True,True,False,False,True,True,False,False,7,1.5922535211267606
1,0,1,0,15,1,0,0,1,0,1,1,1,101.1,1504.05,1,False,True,True,False,False,False,False,True,False,4,6.31875
0,0,0,1,48,1,0,0,0,0,0,0,0,19.95,936.7,0,False,False,False,True,True,False,False,False,True,1,0.40714285714285714
1,0,1,0,12,1,0,0,1,1,1,1,1,74.15,741.4,0,False,False,False,False,False,False,False,True,False,5,5.703846153846154
1,1,1,0,71,1,1,1,1,1,0,0,1,92.0,6585.2,0,False,True,True,False,True,False,False,True,False,5,1.2777777777777777
1,1,0,0,44,1,0,0,1,0,0,0,0,73.85,3122.4,0,False,False,True,False,False,False,False,True,False,2,1.641111111111111
1,0,0,0,1,1,0,0,0,0,0,0,1,50.45,50.45,1,False,True,False,False,False,False,False,True,False,1,25.225
1,0,1,1,45,1,0,0,0,0,0,0,0,24.45,1088.25,0,False,True,False,True,False,True,False,False,True,1,0.5315217391304348
0,0,0,0,23,1,0,0,0,0,0,0,0,24.8,615.35,0,False,True,False,True,True,False,True,False,False,1,1.0333333333333334
0,0,1,0,43,1,0,0,0,1,1,0,1,64.85,2908.2,0,False,True,False,False,True,False,False,False,False,3,1.4738636363636362
1,0,0,0,35,1,0,0,0,0,0,0,0,20.75,739.9,0,False,False,False,True,False,False,False,False,False,1,0.5763888888888888
1,0,1,0,9,1,1,1,0,1,1,0,1,68.95,593.85,0,False,False,False,False,False,False,False,False,True,5,6.8950000000000005
1,0,0,0,12,1,0,0,0,1,1,1,1,99.95,1132.75,1,False,True,True,False,False,False,False,False,True,4,7.688461538461539
0,1,1,0,65,1,1,1,1,0,1,1,1,109.4,7227.45,0,False,True,True,False,False,False,True,False,False,6,1.6575757575757577
0,0,0,0,2,1,0,0,1,0,1,0,1,91.4,193.6,1,False,True,True,False,False,False,False,True,False,3,30.46666666666667
1,0,0,0,27,1,0,0,0,0,0,0,0,49.0,1291.35,0,False,True,False,False,False,False,False,False,True,1,1.75
0,0,0,0,40,1,0,0,1,0,0,0,1,50.25,2023.55,0,False,False,False,False,True,False,False,False,True,2,1.225609756097561
0,1,0,0,5,1,0,0,1,0,0,0,1,75.55,349.65,1,False,False,True,False,False,False,True,False,False,2,12.591666666666667
1,0,1,1,8,1,0,0,0,0,0,0,0,19.9,153.95,0,False,False,False,True,True,False,True,False,False,1,2.211111111111111
0,1,1,0,58,1,0,1,0,0,1,1,1,97.8,5458.8,0,False,True,True,False,True,False,False,False,False,4,1.6576271186440676
0,0,1,1,52,1,1,0,1,0,1,1,0,100.3,5244.45,0,False,False,True,False,True,False,False,True,False,5,1.8924528301886792
1,0,1,0,3,1,0,0,1,1,0,0,1,55.8,154.55,0,False,False,False,False,False,False,False,False,True,3,13.95
1,0,0,1,41,1,1,1,1,1,1,1,1,111.15,4507.15,0,False,False,True,False,False,True,False,True,False,7,2.6464285714285714
1,0,0,0,20,1,0,0,0,1,1,1,1,98.55,2031.95,0,False,True,True,False,False,False,False,False,True,4,4.692857142857143
1,0,0,1,1,1,0,0,0,0,0,0,1,50.05,50.05,0,False,True,False,False,False,False,False,True,False,1,25.025
1,0,0,1,4,1,0,0,0,1,0,0,0,80.8,332.45,1,False,True,True,False,False,False,True,False,False,2,16.16
1,0,0,0,23,1,0,0,0,0,0,0,0,20.85,473.9,0,False,False,False,True,False,False,False,True,False,1,0.86875
0,1,0,0,6,1,0,0,0,0,0,0,0,19.5,106.8,0,False,False,False,True,False,False,False,False,False,1,2.7857142857142856
1,0,1,1,8,1,0,0,0,0,0,0,1,19.35,152.6,0,False,False,False,True,False,False,False,False,True,1,2.1500000000000004
1,0,0,0,18,1,1,0,1,0,1,0,0,69.5,1199.4,0,False,True,False,False,False,False,False,False,True,4,3.6578947368421053
1,1,0,0,52,0,1,0,0,0,1,1,1,48.8,2555.05,0,True,False,False,False,False,False,True,False,False,3,0.920754716981132
1,0,0,0,31,1,0,1,0,0,1,1,1,94.5,2979.2,0,False,False,True,False,False,False,False,True,False,4,2.953125
1,0,1,1,29,1,0,0,0,0,0,0,1,20.65,654.85,0,False,False,False,True,False,False,False,False,True,1,0.6883333333333332
0,0,1,0,36,1,1,1,1,1,0,1,1,106.05,3834.4,0,False,True,True,False,False,True,True,False,False,6,2.866216216216216
0,0,1,0,16,1,0,1,0,0,1,1,1,100.0,1534.75,1,False,True,True,False,False,False,False,True,False,4,5.882352941176471
1,0,1,0,42,1,0,0,1,1,1,1,1,108.3,4586.15,0,False,True,True,False,True,False,False,True,False,5,2.5186046511627906
1,0,0,0,1,1,0,0,0,0,0,0,0,20.55,20.55,1,False,False,False,True,False,False,False,True,False,1,10.275
0,0,0,0,60,1,0,1,1,0,1,1,1,99.65,5941.05,0,False,False,True,False,False,True,False,True,False,5,1.6336065573770493
1,0,0,0,5,1,0,1,1,0,0,0,1,85.3,424.15,1,False,True,True,False,False,False,False,True,False,3,14.216666666666667
1,0,1,0,22,1,1,0,0,1,1,0,0,95.9,2234.95,0,False,True,True,False,False,False,True,False,False,4,4.1695652173913045
1,0,1,0,36,1,0,0,0,0,0,0,0,20.0,666.75,0,False,False,False,True,True,False,False,False,True,1,0.5405405405405406
0,0,0,0,4,1,0,0,0,0,0,0,0,70.4,281.0,1,False,False,True,False,False,False,False,True,False,1,14.080000000000002
1,0,0,0,9,1,1,0,0,1,0,1,0,64.95,547.8,0,False,False,False,False,False,False,False,False,True,4,6.495
1,0,1,1,1,1,0,1,0,0,0,0,0,74.6,74.6,0,False,False,True,False,False,False,True,False,False,2,37.3
1,0,1,1,12,1,1,0,0,0,0,0,1,49.2,571.15,0,False,False,False,False,False,False,False,True,False,2,3.784615384615385
0,0,0,0,23,1,0,0,0,1,1,1,1,73.75,1756.6,0,False,True,False,False,True,False,False,False,True,4,3.0729166666666665
1,0,0,0,62,1,1,1,0,0,0,1,1,92.3,5731.45,0,False,True,True,False,True,False,False,False,False,4,1.465079365079365
1,0,0,0,37,1,0,0,0,1,1,1,0,98.8,3475.55,1,False,True,True,False,False,False,False,False,False,4,2.6
0,0,0,0,8,1,0,0,0,0,0,0,0,19.2,156.85,0,False,False,False,True,False,False,False,False,True,1,2.1333333333333333
1,0,1,0,31,1,0,0,1,0,1,0,0,88.65,2683.2,0,False,True,True,False,False,False,True,False,False,3,2.7703125
1,0,1,1,13,1,0,0,0,0,0,0,1,74.4,896.75,1,False,True,True,False,False,False,True,False,False,1,5.314285714285715
0,0,0,0,24,1,0,0,1,0,1,1,1,98.75,2407.3,1,False,True,True,False,False,False,False,True,False,4,3.95
1,0,1,1,45,1,0,1,1,0,0,1,1,95.95,4456.65,0,False,True,True,False,False,False,False,False,False,4,2.0858695652173913
0,1,1,0,69,1,0,1,0,1,1,1,0,105.4,6998.95,0,False,True,True,False,False,True,True,False,False,5,1.5057142857142858
1,0,0,0,2,1,0,0,0,0,0,0,0,20.25,36.8,0,False,False,False,True,False,False,False,False,True,1,6.75
1,0,1,1,61,1,1,1,0,0,1,1,1,106.0,6547.7,1,False,True,True,False,True,False,False,True,False,5,1.7096774193548387
1,0,0,0,41,1,0,1,1,0,1,1,1,104.7,4346.4,1,False,True,True,False,False,False,False,True,False,5,2.492857142857143
0,0,0,0,44,0,0,0,1,0,1,1,1,49.05,2265.0,0,True,False,False,False,True,False,False,True,False,3,1.0899999999999999
1,0,0,0,39,0,0,0,1,1,0,0,0,35.55,1309.15,0,True,False,False,False,True,False,False,False,True,2,0.8887499999999999
1,0,1,1,72,0,1,1,1,1,1,1,1,65.1,4754.3,0,True,False,False,False,False,True,True,False,False,6,0.8917808219178082
0,1,0,0,13,1,0,0,1,0,1,1,1,96.85,1235.55,0,False,False,True,False,False,False,False,True,False,4,6.917857142857143
0,0,1,1,51,1,1,1,0,1,0,1,1,69.75,3562.5,0,False,False,False,False,True,False,True,False,False,5,1.3413461538461537
0,1,1,0,71,1,0,1,1,0,1,1,1,99.2,7213.75,0,False,False,True,False,False,True,False,True,False,5,1.3777777777777778
1,1,0,0,22,1,0,0,0,0,1,1,1,96.7,2082.95,1,False,True,True,False,False,False,False,True,False,3,4.2043478260869565
0,0,0,0,2,1,0,1,0,1,0,0,1,55.05,102.75,1,False,False,False,False,False,False,True,False,False,3,18.349999999999998
0,0,0,0,56,1,0,1,1,0,1,1,1,106.8,5914.4,0,False,True,True,False,True,False,False,True,False,5,1.8736842105263158
1,0,0,0,1,1,1,0,0,0,0,0,0,51.25,51.25,0,False,False,False,False,False,False,False,False,True,2,25.625
0,0,1,1,23,1,1,1,0,1,0,0,1,57.75,1282.85,0,False,False,False,False,True,False,False,False,True,4,2.40625
0,1,1,0,66,1,0,1,1,0,1,0,1,70.85,4738.85,0,False,True,False,False,True,False,False,False,False,4,1.0574626865671641
0,0,0,0,1,1,0,0,0,0,0,0,0,19.55,19.55,0,False,False,False,True,False,False,False,False,True,1,9.775
1,1,0,0,19,1,0,1,0,0,1,0,1,88.2,1775.8,1,False,True,True,False,False,False,False,True,False,3,4.41
1,0,0,0,11,1,1,0,1,0,0,0,1,79.5,795.65,0,False,False,True,False,False,False,False,False,False,3,6.625
0,0,1,1,8,1,0,0,0,0,0,0,1,19.75,145.0,1,False,False,False,True,True,False,False,False,True,1,2.1944444444444446
0,0,1,1,52,1,1,1,1,0,0,1,0,98.15,4993.4,0,False,True,True,False,False,False,False,False,False,5,1.8518867924528304
1,0,0,0,3,1,0,0,0,0,0,0,1,20.25,61.45,0,False,False,False,True,False,False,False,True,False,1,5.0625
0,0,1,1,51,1,1,1,0,0,0,0,1,79.15,4018.55,0,False,False,True,False,False,False,False,False,False,3,1.5221153846153848
1,1,0,0,15,1,0,0,0,0,0,0,0,75.65,1146.65,1,False,True,True,False,False,False,False,True,False,1,4.728125
1,1,1,0,64,1,0,1,1,0,0,1,1,94.25,6081.4,0,False,True,True,False,False,False,False,True,False,4,1.45
0,0,0,0,37,0,0,0,1,0,0,1,1,40.2,1478.85,0,True,False,False,False,False,False,True,False,False,2,1.0578947368421054
1,0,0,0,13,1,0,0,0,0,0,0,0,19.95,243.65,0,False,False,False,True,False,True,False,False,True,1,1.425
1,0,1,0,49,1,1,0,0,0,0,0,1,55.35,2633.95,0,False,True,False,False,True,False,False,True,False,2,1.107
0,1,0,0,45,1,0,0,1,0,1,1,1,102.15,4735.35,0,False,True,True,False,True,False,False,False,False,4,2.220652173913044
0,0,0,0,18,1,0,0,0,0,0,0,1,71.1,1247.75,0,False,False,True,False,False,False,False,True,False,1,3.7421052631578946
1,1,0,0,1,1,0,0,0,0,0,0,1,74.7,74.7,1,False,True,True,False,False,False,False,True,False,1,37.35
1,0,1,0,68,0,1,0,1,0,1,1,1,54.1,3794.5,0,True,False,False,False,False,True,False,False,False,4,0.7840579710144928
1,0,0,0,54,1,0,0,0,0,0,0,0,19.65,1008.7,0,False,False,False,True,False,True,True,False,False,1,0.35727272727272724
0,1,1,1,23,1,0,1,1,0,0,1,1,88.45,2130.55,0,False,False,True,False,False,False,False,False,False,4,3.685416666666667
1,0,0,0,17,1,0,0,1,0,0,0,1,76.65,1313.55,1,False,False,True,False,False,False,False,True,False,2,4.258333333333334
1,0,1,0,71,1,1,1,1,1,0,1,0,80.4,5727.15,0,False,True,False,False,False,True,True,False,False,6,1.1166666666666667
0,0,1,1,67,1,0,0,0,0,0,0,1,19.25,1372.9,0,False,False,False,True,False,True,False,False,False,1,0.28308823529411764
0,0,1,1,14,1,0,0,0,0,1,0,1,84.8,1203.9,0,False,True,True,False,False,False,False,True,False,2,5.653333333333333
0,1,0,0,1,0,0,0,0,0,0,0,1,25.8,25.8,1,True,False,False,False,False,False,False,False,True,0,12.9
0,0,0,1,63,1,0,0,0,0,0,0,0,19.5,1215.1,0,False,False,False,True,False,True,True,False,False,1,0.3046875
0,0,0,0,41,1,0,0,1,1,0,1,1,68.6,2877.05,0,False,True,False,False,True,False,False,True,False,4,1.6333333333333333
0,0,1,0,17,1,0,0,0,0,1,1,0,92.6,1579.7,0,False,True,True,False,False,False,False,True,False,3,5.144444444444444
1,0,1,0,56,1,1,0,0,0,1,1,1,100.55,5514.95,0,False,True,True,False,True,False,False,True,False,4,1.7640350877192983
0,0,0,0,5,1,0,0,0,0,0,0,0,20.55,96.1,0,False,False,False,True,False,False,True,False,False,1,3.4250000000000003
0,0,0,0,2,0,1,1,0,0,0,1,1,42.6,72.4,1,True,False,False,False,False,False,False,True,False,3,14.200000000000001
0,0,1,0,3,1,0,0,0,0,0,0,1,19.6,55.25,0,False,False,False,True,False,False,False,False,True,1,4.9
1,0,0,0,37,1,1,1,1,1,0,0,0,67.45,2443.3,0,False,True,False,False,True,False,False,True,False,5,1.7750000000000001
0,0,0,0,29,1,1,1,1,0,0,1,1,68.85,1970.5,1,False,False,False,False,False,False,False,False,False,5,2.295
1,0,0,0,8,1,0,0,0,0,0,0,0,43.55,335.4,0,False,False,False,False,False,False,False,False,True,1,4.838888888888889
0,0,0,0,63,1,0,1,1,1,1,1,1,109.85,7002.95,0,False,True,True,False,False,False,True,False,False,6,1.71640625
0,0,1,1,7,1,0,0,0,0,0,0,0,20.65,158.95,0,False,False,False,True,False,False,False,False,True,1,2.58125
0,0,0,0,3,1,0,1,0,0,1,1,0,95.4,293.15,0,False,False,True,False,False,False,False,True,False,4,23.85
1,0,1,1,72,1,0,0,0,0,0,0,0,21.0,1493.75,0,False,False,False,True,False,True,False,False,False,1,0.2876712328767123
0,0,0,0,19,1,0,0,0,0,0,1,1,56.2,1093.4,0,False,False,False,False,False,False,False,True,False,2,2.81
0,0,1,0,59,1,0,0,0,0,0,0,0,18.4,1057.85,0,False,False,False,True,False,True,False,False,False,1,0.30666666666666664
1,0,1,1,2,1,0,0,1,1,0,1,0,90.0,190.05,1,False,False,True,False,False,False,True,False,False,4,30.0
0,0,1,1,35,1,0,0,0,0,0,0,1,25.75,882.55,0,False,True,False,True,False,False,False,True,False,1,0.7152777777777778
1,0,0,0,14,1,0,0,0,0,0,0,0,19.6,300.4,0,False,False,False,True,False,False,True,False,False,1,1.3066666666666669
0,0,0,0,14,1,0,0,1,0,0,0,0,75.35,1025.95,1,False,False,True,False,False,False,False,True,False,2,5.0233333333333325
0,0,1,1,69,1,0,0,0,0,0,0,0,19.8,1436.95,0,False,False,False,True,False,True,True,False,False,1,0.28285714285714286
1,1,1,0,7,1,1,1,0,1,0,0,0,64.2,475.0,0,False,True,False,False,False,False,False,True,False,4,8.025
1,0,1,1,69,1,1,1,1,1,1,0,1,75.75,5388.15,0,False,False,False,False,False,True,False,False,False,6,1.082142857142857
0,0,1,1,72,1,0,1,0,1,1,1,1,78.95,5730.15,0,False,True,False,False,False,True,False,True,False,5,1.0815068493150686
1,0,0,0,8,1,0,1,0,0,1,1,0,100.85,819.55,1,False,True,True,False,False,False,False,True,False,4,11.205555555555556
0,0,1,1,4,1,1,0,0,0,0,0,0,50.3,217.1,0,False,False,False,False,False,False,False,True,False,2,10.059999999999999
1,0,1,1,63,1,0,1,1,0,0,0,1,80.3,4896.35,0,False,False,True,False,False,False,True,False,False,3,1.2546875
1,0,0,0,72,1,0,0,0,0,0,0,0,19.85,1434.1,0,False,False,False,True,False,True,False,False,False,1,0.2719178082191781
0,0,0,0,46,1,0,0,0,0,0,0,1,21.1,937.1,0,False,False,False,True,False,True,False,True,False,1,0.448936170212766
0,0,1,0,5,1,0,0,0,0,0,0,0,69.95,330.15,1,False,False,True,False,False,False,False,True,False,1,11.658333333333333
1,0,1,0,30,1,0,0,1,0,0,0,1,50.0,1474.9,0,False,False,False,False,False,False,False,False,True,2,1.6129032258064515
1,0,0,0,63,1,0,1,1,0,1,1,1,104.75,6536.5,0,False,True,True,False,False,True,False,False,False,5,1.63671875
0,0,0,0,60,1,0,0,0,0,0,0,0,19.85,1128.1,0,False,False,False,True,False,True,False,False,False,1,0.3254098360655738
0,0,1,0,63,1,0,1,1,0,1,1,1,107.5,6873.75,1,False,True,True,False,True,False,False,True,False,5,1.6796875
1,0,1,1,25,1,0,0,0,1,1,0,0,85.9,2199.05,0,False,False,True,False,False,False,False,True,False,3,3.303846153846154
1,0,0,0,1,1,0,0,0,0,0,0,1,45.85,45.85,1,False,False,False,False,False,False,False,False,True,1,22.925
1,1,1,0,6,1,0,0,1,0,0,0,1,80.8,457.1,0,False,True,True,False,False,False,False,True,False,2,11.542857142857143
1,0,0,0,22,1,0,0,0,0,0,0,0,25.25,566.5,0,False,True,False,True,False,True,False,False,True,1,1.0978260869565217
0,0,1,1,31,1,0,1,0,1,1,1,0,80.55,2471.6,0,False,True,False,False,False,True,False,False,False,5,2.5171875
0,0,1,1,39,1,0,0,1,1,0,0,1,81.5,3107.3,0,False,False,True,False,False,False,False,False,False,3,2.0375
1,0,0,0,26,1,0,0,0,0,0,0,0,20.9,518.3,0,False,False,False,True,False,False,False,False,True,1,0.774074074074074
0,0,1,0,53,1,1,1,1,0,1,1,1,106.1,5769.75,1,False,False,True,False,True,False,False,False,False,6,1.9648148148148148
0,0,0,0,1,1,0,1,0,1,1,0,0,91.7,91.7,1,False,False,True,False,False,False,False,True,False,4,45.85
1,0,0,0,12,1,1,1,0,1,0,0,1,67.25,832.3,0,False,True,False,False,False,False,False,True,False,4,5.173076923076923
0,0,0,0,16,1,0,1,1,0,0,1,1,95.6,1555.65,1,False,True,True,False,False,False,True,False,False,4,5.623529411764705
0,0,0,0,2,1,0,0,0,0,0,0,0,20.35,45.3,0,False,False,False,True,False,False,False,False,True,1,6.783333333333334
1,0,0,1,39,0,1,0,0,1,1,0,0,45.05,1790.6,0,True,False,False,False,True,False,False,False,False,3,1.12625
1,0,0,0,1,1,0,0,0,0,0,0,1,74.95,74.95,1,False,True,True,False,False,False,False,True,False,1,37.475
0,0,1,1,7,0,1,0,0,1,0,0,0,34.65,246.6,0,True,False,False,False,False,False,False,False,True,2,4.33125
1,1,0,0,4,1,0,0,0,0,0,0,0,69.35,261.65,0,False,False,True,False,False,False,False,True,False,1,13.87
1,1,0,0,10,1,0,0,0,0,1,1,1,95.35,898.35,1,False,True,True,False,False,False,False,True,False,3,8.668181818181818
0,0,0,0,55,1,0,1,1,0,0,0,1,81.55,4509.5,0,False,False,True,False,False,False,False,True,False,3,1.45625
1,0,1,1,72,1,0,1,1,0,1,1,1,75.4,5480.25,0,False,False,False,False,False,True,False,False,False,5,1.0328767123287672
0,0,1,0,10,1,0,0,1,0,1,1,1,67.8,653.15,0,False,False,False,False,False,False,True,False,False,4,6.163636363636363
1,1,0,0,11,1,0,1,1,1,1,1,1,111.4,1183.05,0,False,True,True,False,False,False,False,True,False,6,9.283333333333333
0,0,1,1,15,1,0,0,0,0,0,0,0,46.3,639.45,0,False,False,False,False,False,False,False,True,False,1,2.89375
0,0,1,1,23,1,0,0,0,0,0,0,0,20.4,478.75,0,False,False,False,True,False,True,False,False,False,1,0.85
1,0,0,1,1,1,0,0,0,0,0,0,0,20.05,20.05,0,False,False,False,True,False,False,False,False,True,1,10.025
0,1,0,0,3,1,0,0,0,0,0,0,0,45.0,127.1,1,False,False,False,False,False,False,False,True,False,1,11.25
1,0,1,1,47,1,1,1,1,0,0,1,1,96.1,4391.45,0,False,False,True,False,True,False,False,True,False,5,2.002083333333333
0,0,0,1,15,1,0,0,0,0,0,0,0,19.65,270.6,0,False,False,False,True,True,False,False,False,True,1,1.228125
1,0,0,0,66,1,0,1,1,0,1,1,0,99.5,6710.5,1,False,False,True,False,False,False,False,True,False,5,1.4850746268656716
0,1,1,0,68,1,0,1,1,1,0,0,1,60.65,3975.9,0,False,False,False,False,True,False,False,False,False,4,0.8789855072463768
0,0,1,1,17,1,0,0,1,1,1,1,0,98.6,1704.95,1,False,False,True,False,True,False,False,False,False,5,5.477777777777778
0,0,0,0,7,1,0,0,0,1,1,0,1,59.5,415.95,1,False,False,False,False,False,False,False,False,True,3,7.4375
1,1,1,0,12,1,0,0,0,0,0,1,1,80.45,950.2,1,False,False,True,False,False,False,False,True,False,2,6.188461538461539
0,1,1,0,21,1,0,1,1,0,0,1,0,71.7,1497.05,0,False,True,False,False,True,False,False,False,False,4,3.2590909090909093
1,0,0,0,21,0,0,1,0,1,0,0,1,36.0,780.15,0,True,False,False,False,False,False,False,False,True,2,1.6363636363636365
0,0,1,1,56,1,1,0,0,0,1,0,0,65.2,3512.15,0,False,True,False,False,True,False,False,False,False,3,1.143859649122807
0,0,1,1,6,1,0,0,0,0,0,0,1,48.95,273.25,0,False,True,False,False,False,False,True,False,False,1,6.992857142857143
0,1,0,0,65,0,0,1,1,0,1,1,1,53.5,3517.9,0,True,False,False,False,False,True,False,False,False,4,0.8106060606060606
1,0,1,0,42,1,1,0,0,1,1,1,0,80.45,3375.9,0,False,True,False,False,True,False,True,False,False,5,1.8709302325581396
0,0,1,1,68,1,1,0,1,1,1,1,1,109.05,7508.55,0,False,True,True,False,False,True,False,False,False,6,1.5804347826086955
1,0,1,1,48,1,0,0,0,0,0,0,0,26.3,1245.05,0,False,True,False,True,False,True,False,False,False,1,0.536734693877551
0,1,0,0,50,1,0,1,0,1,1,1,1,106.8,5347.95,0,False,True,True,False,True,False,False,True,False,5,2.0941176470588236
0,1,0,0,7,1,0,1,1,0,1,0,1,64.95,493.65,0,False,False,False,False,False,False,False,True,False,4,8.11875
0,0,1,1,63,1,0,0,0,0,0,0,0,19.35,1263.85,0,False,False,False,True,False,True,False,True,False,1,0.30234375
1,0,0,0,17,1,0,0,0,0,0,0,0,21.1,385.55,0,False,False,False,True,False,False,True,False,False,1,1.1722222222222223
0,0,1,1,42,1,0,0,0,0,1,0,1,77.95,3384.0,1,False,False,True,False,False,False,True,False,False,2,1.8127906976744186
1,0,1,1,4,1,0,0,0,0,0,0,0,18.85,84.2,0,False,False,False,True,False,False,False,False,True,1,3.7700000000000005
0,0,0,1,62,1,0,0,0,0,0,0,0,26.0,1638.7,0,False,True,False,True,False,True,False,False,False,1,0.4126984126984127
1,1,0,0,2,1,0,1,0,0,0,0,1,74.7,165.4,1,False,False,True,False,False,False,False,True,False,2,24.900000000000002
0,0,1,0,2,1,0,0,0,0,0,0,1,70.35,120.25,0,False,False,True,False,False,False,False,True,False,1,23.45
1,0,1,0,48,1,1,1,1,0,1,0,1,96.9,4473.45,0,False,True,True,False,False,True,False,False,False,5,1.9775510204081634
1,0,1,0,27,1,0,0,0,0,0,0,0,19.55,520.55,0,False,False,False,True,False,True,False,False,False,1,0.6982142857142858
0,0,1,1,70,1,0,1,1,1,1,1,1,80.4,5717.85,0,False,False,False,False,False,True,False,False,False,6,1.1323943661971831
1,1,0,0,1,1,0,0,1,0,1,0,1,88.8,88.8,1,False,True,True,False,False,False,False,True,False,3,44.4
1,0,1,0,46,1,0,1,1,0,1,0,1,94.65,4312.5,0,False,True,True,False,True,False,False,True,False,4,2.0138297872340427
1,0,0,0,30,1,0,0,0,0,1,1,1,90.25,2755.35,1,False,False,True,False,False,False,False,True,False,3,2.911290322580645
0,0,0,0,15,1,1,0,0,0,0,1,1,64.65,994.55,1,False,True,False,False,False,False,False,False,False,3,4.040625
1,0,1,1,69,1,0,1,1,0,1,0,0,95.75,6511.25,0,False,True,True,False,True,False,True,False,False,4,1.3678571428571429
1,0,0,0,65,1,0,0,0,0,0,0,1,19.55,1218.65,0,False,False,False,True,False,True,True,False,False,1,0.2962121212121212
1,1,1,1,72,1,1,0,1,1,1,1,1,104.1,7447.7,0,False,False,True,False,False,True,True,False,False,6,1.426027397260274
1,1,1,0,13,1,0,1,0,1,0,1,1,89.05,1169.35,1,False,False,True,False,False,False,False,False,False,4,6.360714285714286
1,0,0,0,17,1,0,0,0,0,0,0,1,20.1,279.5,0,False,False,False,True,True,False,False,False,True,1,1.1166666666666667
1,0,1,0,51,1,1,0,1,1,1,1,1,111.55,5720.35,0,False,True,True,False,True,False,False,True,False,6,2.145192307692308
1,0,1,1,51,1,1,1,0,1,0,0,0,60.5,3121.45,0,False,False,False,False,False,True,True,False,False,4,1.1634615384615385
